ID,City,Gender,Product Line,Tax 5%,Total,Date,Payment,COGS,Gross Margin Percentage,Gross Income,Rating
481,Phoenix,Male,Food and beverages,26.388,554.148,2/2/2019,Gift cards,527.76,4.761904762,26.388,8.4
482,Phoenix,Female,Electronic accessories,16.4,344.4,2/15/2019,Gift cards,328,4.761904762,16.4,6.2
483,Seattle,Male,Sports and travel,9.285,194.985,1/8/2019,Mobile payments,185.7,4.761904762,9.285,5
484,St. Louis,Male,Home and lifestyle,30.19,633.99,2/12/2019,Gift cards,603.8,4.761904762,30.19,6
485,Phoenix,Female,Sports and travel,18.49,388.29,1/1/2019,Credit card,369.8,4.761904762,18.49,7
486,St. Louis,Female,Sports and travel,9.898,207.858,3/21/2019,Mobile payments,197.96,4.761904762,9.898,6.6
487,St. Louis,Female,Fashion accessories,20.545,431.445,2/28/2019,Gift cards,410.9,4.761904762,20.545,7.3
488,Seattle,Male,Fashion accessories,7.43,156.03,3/23/2019,Mobile payments,148.6,4.761904762,7.43,8.3
489,Phoenix,Male,Home and lifestyle,1.148,24.108,1/30/2019,Gift cards,22.96,4.761904762,1.148,4.3
490,St. Louis,Female,Home and lifestyle,34.956,734.076,2/4/2019,Mobile payments,699.12,4.761904762,34.956,9.8
491,St. Louis,Female,Fashion accessories,3.47,72.87,3/13/2019,Mobile payments,69.4,4.761904762,3.47,8.2
492,Seattle,Female,Fashion accessories,9.83,206.43,3/15/2019,Credit card,196.6,4.761904762,9.83,7.2
493,St. Louis,Female,Health and beauty,10.128,212.688,3/5/2019,Mobile payments,202.56,4.761904762,10.128,8.7
494,Phoenix,Female,Home and lifestyle,6.06,127.26,3/5/2019,Credit card,121.2,4.761904762,6.06,8.4
495,St. Louis,Male,Fashion accessories,9.989,209.769,2/26/2019,Mobile payments,199.78,4.761904762,9.989,7.1
496,St. Louis,Male,Sports and travel,30.368,637.728,3/20/2019,Gift cards,607.36,4.761904762,30.368,5.5
497,Phoenix,Female,Electronic accessories,6.322,132.762,1/1/2019,Gift cards,126.44,4.761904762,6.322,8.5
498,Phoenix,Female,Food and beverages,27.072,568.512,1/27/2019,Gift cards,541.44,4.761904762,27.072,6.2
499,St. Louis,Female,Sports and travel,4.9065,103.0365,1/21/2019,Gift cards,98.13,4.761904762,4.9065,8.9
500,Seattle,Female,Sports and travel,20.608,432.768,2/2/2019,Gift cards,412.16,4.761904762,20.608,9.6
501,St. Louis,Male,Sports and travel,3.6985,77.6685,2/3/2019,Credit card,73.97,4.761904762,3.6985,5.4
502,Phoenix,Female,Fashion accessories,1.595,33.495,1/5/2019,Mobile payments,31.9,4.761904762,1.595,9.1
503,Phoenix,Male,Home and lifestyle,6.94,145.74,1/27/2019,Mobile payments,138.8,4.761904762,6.94,9
504,St. Louis,Female,Sports and travel,9.331,195.951,3/25/2019,Gift cards,186.62,4.761904762,9.331,6.3
505,St. Louis,Male,Sports and travel,4.4225,92.8725,2/25/2019,Credit card,88.45,4.761904762,4.4225,9.5
506,Seattle,Male,Electronic accessories,9.672,203.112,1/28/2019,Mobile payments,193.44,4.761904762,9.672,9.8
507,St. Louis,Female,Sports and travel,7.275,152.775,1/8/2019,Gift cards,145.5,4.761904762,7.275,6.7
508,St. Louis,Female,Food and beverages,25.215,529.515,1/29/2019,Credit card,504.3,4.761904762,25.215,7.7
509,St. Louis,Male,Health and beauty,15.3225,321.7725,3/29/2019,Gift cards,306.45,4.761904762,15.3225,7
510,Phoenix,Female,Home and lifestyle,4.785,100.485,2/9/2019,Credit card,95.7,4.761904762,4.785,5.1
511,St. Louis,Female,Sports and travel,31.759,666.939,1/16/2019,Credit card,635.18,4.761904762,31.759,6.2
512,Seattle,Female,Home and lifestyle,10.7275,225.2775,1/5/2019,Mobile payments,214.55,4.761904762,10.7275,6.1
513,Seattle,Female,Fashion accessories,18.998,398.958,1/27/2019,Mobile payments,379.96,4.761904762,18.998,9.3
514,Seattle,Male,Electronic accessories,34.8425,731.6925,3/14/2019,Gift cards,696.85,4.761904762,34.8425,7.6
515,Phoenix,Male,Sports and travel,20.4365,429.1665,2/23/2019,Credit card,408.73,4.761904762,20.4365,8.2
516,Phoenix,Female,Fashion accessories,2.5735,54.0435,3/18/2019,Mobile payments,51.47,4.761904762,2.5735,8.5
517,St. Louis,Male,Health and beauty,13.715,288.015,3/29/2019,Mobile payments,274.3,4.761904762,13.715,9.8
518,Phoenix,Male,Home and lifestyle,9.8475,206.7975,1/22/2019,Credit card,196.95,4.761904762,9.8475,8.7
519,Seattle,Male,Home and lifestyle,3.473,72.933,3/1/2019,Mobile payments,69.46,4.761904762,3.473,9.7
520,Phoenix,Male,Sports and travel,17.98,377.58,1/17/2019,Credit card,359.6,4.761904762,17.98,4.3
521,St. Louis,Female,Electronic accessories,6.8565,143.9865,3/26/2019,Credit card,137.13,4.761904762,6.8565,7.7
522,Phoenix,Female,Home and lifestyle,24.951,523.971,3/20/2019,Gift cards,499.02,4.761904762,24.951,7.3
523,Seattle,Female,Home and lifestyle,11.232,235.872,2/6/2019,Credit card,224.64,4.761904762,11.232,5.9
524,Phoenix,Male,Health and beauty,6.287,132.027,1/1/2019,Gift cards,125.74,4.761904762,6.287,5
525,Seattle,Male,Food and beverages,24.513,514.773,1/27/2019,Credit card,490.26,4.761904762,24.513,8
526,Seattle,Female,Sports and travel,22.8525,479.9025,2/25/2019,Mobile payments,457.05,4.761904762,22.8525,7.1
527,St. Louis,Male,Fashion accessories,7.842,164.682,1/16/2019,Credit card,156.84,4.761904762,7.842,9
528,St. Louis,Male,Fashion accessories,5.986,125.706,1/13/2019,Mobile payments,119.72,4.761904762,5.986,6.7
529,St. Louis,Female,Food and beverages,27.18,570.78,2/7/2019,Credit card,543.6,4.761904762,27.18,6.1
530,Seattle,Male,Sports and travel,44.1405,926.9505,2/17/2019,Gift cards,882.81,4.761904762,44.1405,9.3
531,Seattle,Male,Health and beauty,7.629,160.209,2/12/2019,Mobile payments,152.58,4.761904762,7.629,7
532,Seattle,Male,Fashion accessories,34.672,728.112,1/24/2019,Credit card,693.44,4.761904762,34.672,7.2
533,St. Louis,Male,Electronic accessories,11.475,240.975,2/6/2019,Mobile payments,229.5,4.761904762,11.475,8.2
534,Phoenix,Female,Food and beverages,7.3395,154.1295,3/26/2019,Mobile payments,146.79,4.761904762,7.3395,8.4
535,Seattle,Female,Home and lifestyle,7.08,148.68,3/11/2019,Mobile payments,141.6,4.761904762,7.08,6.2
536,Phoenix,Male,Home and lifestyle,5.8345,122.5245,2/7/2019,Mobile payments,116.69,4.761904762,5.8345,7.4
537,St. Louis,Female,Fashion accessories,3.698,77.658,1/5/2019,Credit card,73.96,4.761904762,3.698,5
538,Seattle,Male,Home and lifestyle,4.897,102.837,3/7/2019,Mobile payments,97.94,4.761904762,4.897,6.9
539,Seattle,Female,Fashion accessories,14.61,306.81,2/25/2019,Credit card,292.2,4.761904762,14.61,4.9
540,Phoenix,Female,Food and beverages,26.244,551.124,2/1/2019,Mobile payments,524.88,4.761904762,26.244,5.1
541,Seattle,Male,Home and lifestyle,4.602,96.642,1/22/2019,Mobile payments,92.04,4.761904762,4.602,9.1
542,Phoenix,Male,Health and beauty,3.794,79.674,1/3/2019,Credit card,75.88,4.761904762,3.794,7.1
543,St. Louis,Female,Sports and travel,4.036,84.756,2/13/2019,Credit card,80.72,4.761904762,4.036,5
544,Phoenix,Male,Electronic accessories,5.631,118.251,1/28/2019,Credit card,112.62,4.761904762,5.631,5.5
545,St. Louis,Female,Food and beverages,3.56,74.76,1/5/2019,Credit card,71.2,4.761904762,3.56,9.2
546,St. Louis,Male,Home and lifestyle,7.762,163.002,3/19/2019,Mobile payments,155.24,4.761904762,7.762,4.9
547,Seattle,Female,Fashion accessories,14.71,308.91,1/12/2019,Mobile payments,294.2,4.761904762,14.71,8.9
548,Seattle,Male,Sports and travel,27.4275,575.9775,1/7/2019,Credit card,548.55,4.761904762,27.4275,6
549,St. Louis,Female,Sports and travel,12.885,270.585,1/26/2019,Gift cards,257.7,4.761904762,12.885,4.2
550,Seattle,Female,Electronic accessories,19.818,416.178,1/23/2019,Gift cards,396.36,4.761904762,19.818,7.3
551,St. Louis,Male,Fashion accessories,8.5905,180.4005,2/9/2019,Mobile payments,171.81,4.761904762,8.5905,6.5
552,St. Louis,Female,Fashion accessories,24.4395,513.2295,2/22/2019,Cash,488.79,4.761904762,24.4395,8.9
553,St. Louis,Female,Health and beauty,26.208,550.368,2/5/2019,Cash,524.16,4.761904762,26.208,9.7
554,Phoenix,Male,Electronic accessories,6.663,139.923,3/7/2019,Credit card,133.26,4.761904762,6.663,8.6
555,Seattle,Male,Electronic accessories,6.762,142.002,3/25/2019,Cash,135.24,4.761904762,6.762,6.9
556,St. Louis,Male,Home and lifestyle,5.622,118.062,1/20/2019,Credit card,112.44,4.761904762,5.622,7.7
557,St. Louis,Female,Fashion accessories,7.204,151.284,2/4/2019,Cash,144.08,4.761904762,7.204,9.5
558,Phoenix,Female,Food and beverages,49.26,1034.46,1/30/2019,Mobile payments,985.2,4.761904762,49.26,4.5
559,Seattle,Male,Food and beverages,12.498,262.458,1/2/2019,Mobile payments,249.96,4.761904762,12.498,5.6
560,Seattle,Female,Home and lifestyle,10.863,228.123,3/29/2019,Mobile payments,217.26,4.761904762,10.863,8.2
561,St. Louis,Male,Electronic accessories,9.711,203.931,3/14/2019,Cash,194.22,4.761904762,9.711,7.3
562,Phoenix,Male,Food and beverages,44.6,936.6,2/11/2019,Credit card,892,4.761904762,44.6,4.4
563,St. Louis,Female,Electronic accessories,16.968,356.328,1/30/2019,Mobile payments,339.36,4.761904762,16.968,5.7
564,Seattle,Male,Electronic accessories,22.353,469.413,3/20/2019,Mobile payments,447.06,4.761904762,22.353,5
565,St. Louis,Male,Fashion accessories,9.925,208.425,3/20/2019,Cash,198.5,4.761904762,9.925,9
566,Seattle,Female,Food and beverages,40.605,852.705,1/17/2019,Credit card,812.1,4.761904762,40.605,6.3
567,Phoenix,Female,Sports and travel,24.665,517.965,2/3/2019,Credit card,493.3,4.761904762,24.665,9.4
568,Seattle,Female,Fashion accessories,29.583,621.243,1/1/2019,Cash,591.66,4.761904762,29.583,7.7
569,St. Louis,Female,Fashion accessories,27.951,586.971,1/10/2019,Credit card,559.02,4.761904762,27.951,5.5
570,Phoenix,Female,Sports and travel,25.893,543.753,3/2/2019,Mobile payments,517.86,4.761904762,25.893,4.1
571,St. Louis,Female,Home and lifestyle,20.51,430.71,2/25/2019,Credit card,410.2,4.761904762,20.51,7.6
572,St. Louis,Male,Sports and travel,13.335,280.035,1/29/2019,Cash,266.7,4.761904762,13.335,8.6
573,Seattle,Male,Food and beverages,3.5455,74.4555,3/10/2019,Mobile payments,70.91,4.761904762,3.5455,8.3
574,St. Louis,Male,Food and beverages,7.239,152.019,1/13/2019,Credit card,144.78,4.761904762,7.239,8.1
575,Seattle,Male,Sports and travel,21.4775,451.0275,3/22/2019,Credit card,429.55,4.761904762,21.4775,8.6
576,St. Louis,Male,Fashion accessories,28.4585,597.6285,3/1/2019,Mobile payments,569.17,4.761904762,28.4585,6.3
577,St. Louis,Male,Food and beverages,12.06,253.26,2/20/2019,Cash,241.2,4.761904762,12.06,5.8
578,Phoenix,Male,Food and beverages,6.354,133.434,1/14/2019,Mobile payments,127.08,4.761904762,6.354,6.2
579,Seattle,Female,Health and beauty,12.854,269.934,3/26/2019,Cash,257.08,4.761904762,12.854,7.7
580,St. Louis,Male,Health and beauty,6.951,145.971,3/1/2019,Mobile payments,139.02,4.761904762,6.951,8.1
581,Phoenix,Male,Food and beverages,4.083,85.743,1/7/2019,Cash,81.66,4.761904762,4.083,7.3
582,Seattle,Female,Health and beauty,15.536,326.256,2/1/2019,Cash,310.72,4.761904762,15.536,8.4
583,Phoenix,Female,Fashion accessories,9.298,195.258,2/13/2019,Credit card,185.96,4.761904762,9.298,8
584,St. Louis,Female,Fashion accessories,3.616,75.936,1/14/2019,Credit card,72.32,4.761904762,3.616,9.5
585,St. Louis,Male,Sports and travel,9.459,198.639,1/19/2019,Mobile payments,189.18,4.761904762,9.459,7
586,Seattle,Male,Health and beauty,10.342,217.182,3/9/2019,Credit card,206.84,4.761904762,10.342,9.8
587,Seattle,Female,Food and beverages,7.851,164.871,3/27/2019,Cash,157.02,4.761904762,7.851,9.2
588,Seattle,Female,Sports and travel,10.765,226.065,2/4/2019,Mobile payments,215.3,4.761904762,10.765,7.7
589,Phoenix,Male,Fashion accessories,29.805,625.905,3/14/2019,Cash,596.1,4.761904762,29.805,5.3
590,Seattle,Male,Health and beauty,3.655,76.755,3/4/2019,Cash,73.1,4.761904762,3.655,4.4
591,Phoenix,Male,Health and beauty,13.959,293.139,3/3/2019,Credit card,279.18,4.761904762,13.959,4.3
592,Phoenix,Female,Home and lifestyle,8.484,178.164,1/27/2019,Mobile payments,169.68,4.761904762,8.484,9.4
593,Seattle,Female,Sports and travel,2.279,47.859,2/7/2019,Cash,45.58,4.761904762,2.279,9.8
594,Texas,Female,Sports and travel,11.28,236.88,2/5/2019,Mobile payments,225.6,4.761904762,11.28,4.8
595,St. Louis,Male,Sports and travel,14.52,304.92,3/15/2019,Cash,290.4,4.761904762,14.52,5.3
596,St. Louis,Male,Health and beauty,2.223,46.683,3/1/2019,Credit card,44.46,4.761904762,2.223,8.7
597,Texas,Male,Food and beverages,7.83,164.43,2/15/2019,Credit card,156.6,4.761904762,7.83,9.5
598,Phoenix,Female,Sports and travel,20.997,440.937,2/17/2019,Mobile payments,419.94,4.761904762,20.997,5.3
599,Phoenix,Female,Fashion accessories,9.2125,193.4625,1/26/2019,Cash,184.25,4.761904762,9.2125,9.2
600,Texas,Female,Home and lifestyle,7.032,147.672,3/24/2019,Mobile payments,140.64,4.761904762,7.032,9.6
601,Phoenix,Male,Electronic accessories,4.154,87.234,1/23/2019,Mobile payments,83.08,4.761904762,4.154,6.4
602,Phoenix,Female,Fashion accessories,3.2495,68.2395,1/26/2019,Credit card,64.99,4.761904762,3.2495,4.5
603,Phoenix,Male,Food and beverages,38.78,814.38,3/14/2019,Mobile payments,775.6,4.761904762,38.78,6.9
604,St. Louis,Female,Sports and travel,16.353,343.413,3/17/2019,Mobile payments,327.06,4.761904762,16.353,7.8
605,Phoenix,Female,Fashion accessories,18.1615,381.3915,1/8/2019,Cash,363.23,4.761904762,18.1615,4.5
606,St. Louis,Male,Home and lifestyle,6.35,133.35,2/8/2019,Cash,127,4.761904762,6.35,8.6
607,Texas,Female,Fashion accessories,18.7775,394.3275,2/10/2019,Ewallet,375.55,4.761904762,18.7775,5.2
608,Phoenix,Female,Food and beverages,9.958,209.118,3/28/2019,Credit card,199.16,4.761904762,9.958,6.4
609,Texas,Male,Fashion accessories,1.5305,32.1405,1/23/2019,Ewallet,30.61,4.761904762,1.5305,5.2
610,St. Louis,Male,Food and beverages,5.789,121.569,1/17/2019,Ewallet,115.78,4.761904762,5.789,8.9
611,Texas,Female,Electronic accessories,1.448,30.408,2/7/2019,Credit card,28.96,4.761904762,1.448,6.2
612,Phoenix,Female,Food and beverages,44.5365,935.2665,3/9/2019,Cash,890.73,4.761904762,44.5365,6.7
613,St. Louis,Male,Fashion accessories,13.983,293.643,1/24/2019,Cash,279.66,4.761904762,13.983,7.2
614,Phoenix,Male,Sports and travel,4.0465,84.9765,1/19/2019,Credit card,80.93,4.761904762,4.0465,9
615,Texas,Male,Food and beverages,33.725,708.225,2/3/2019,Ewallet,674.5,4.761904762,33.725,4.2
616,Texas,Female,Sports and travel,17.424,365.904,3/20/2019,Ewallet,348.48,4.761904762,17.424,4.2
617,St. Louis,Male,Sports and travel,21.78,457.38,1/13/2019,Cash,435.6,4.761904762,21.78,6.9
618,Phoenix,Male,Electronic accessories,21.9775,461.5275,3/14/2019,Ewallet,439.55,4.761904762,21.9775,4.4
619,Texas,Male,Food and beverages,29.559,620.739,1/23/2019,Credit card,591.18,4.761904762,29.559,4
620,Phoenix,Female,Fashion accessories,13.038,273.798,2/7/2019,Ewallet,260.76,4.761904762,13.038,8.5
621,Texas,Female,Food and beverages,10.752,225.792,3/28/2019,Credit card,215.04,4.761904762,10.752,9.2
622,Texas,Female,Food and beverages,4.5805,96.1905,3/20/2019,Cash,91.61,4.761904762,4.5805,9.8
623,St. Louis,Female,Home and lifestyle,33.1065,695.2365,1/17/2019,Credit card,662.13,4.761904762,33.1065,4.9
624,St. Louis,Female,Fashion accessories,41.625,874.125,1/12/2019,Credit card,832.5,4.761904762,41.625,4.4
625,St. Louis,Male,Fashion accessories,4.5675,95.9175,2/16/2019,Cash,91.35,4.761904762,4.5675,6.8
626,St. Louis,Female,Food and beverages,7.888,165.648,1/26/2019,Cash,157.76,4.761904762,7.888,9.1
627,Texas,Male,Sports and travel,6.087,127.827,3/9/2019,Ewallet,121.74,4.761904762,6.087,8.7
628,St. Louis,Male,Health and beauty,41.29,867.09,3/14/2019,Cash,825.8,4.761904762,41.29,5
629,Texas,Male,Home and lifestyle,7.995,167.895,1/25/2019,Ewallet,159.9,4.761904762,7.995,7.5
630,Texas,Female,Fashion accessories,0.6045,12.6945,1/26/2019,Credit card,12.09,4.761904762,0.6045,8.2
631,Texas,Male,Sports and travel,32.095,673.995,1/19/2019,Credit card,641.9,4.761904762,32.095,6.7
632,Texas,Male,Electronic accessories,11.7465,246.6765,3/5/2019,Ewallet,234.93,4.761904762,11.7465,5.4
633,Texas,Male,Food and beverages,8.377,175.917,1/15/2019,Credit card,167.54,4.761904762,8.377,7
634,St. Louis,Male,Home and lifestyle,14.955,314.055,3/18/2019,Ewallet,299.1,4.761904762,14.955,4.7
635,St. Louis,Male,Food and beverages,11.9865,251.7165,3/20/2019,Credit card,239.73,4.761904762,11.9865,5
636,St. Louis,Male,Health and beauty,33.235,697.935,1/15/2019,Credit card,664.7,4.761904762,33.235,5
637,Texas,Male,Health and beauty,10.1325,212.7825,3/3/2019,Credit card,202.65,4.761904762,10.1325,6
638,Phoenix,Female,Electronic accessories,2.31,48.51,3/19/2019,Cash,46.2,4.761904762,2.31,6.3
639,St. Louis,Female,Food and beverages,4.4075,92.5575,3/8/2019,Cash,88.15,4.761904762,4.4075,8.5
640,St. Louis,Male,Fashion accessories,7.863,165.123,2/27/2019,Ewallet,157.26,4.761904762,7.863,7.5
641,St. Louis,Female,Food and beverages,14.8185,311.1885,2/23/2019,Ewallet,296.37,4.761904762,14.8185,6.4
642,Phoenix,Female,Electronic accessories,35.42,743.82,3/19/2019,Ewallet,708.4,4.761904762,35.42,4.7
643,St. Louis,Male,Electronic accessories,5.567,116.907,3/27/2019,Ewallet,111.34,4.761904762,5.567,6
644,Phoenix,Female,Food and beverages,29.008,609.168,3/30/2019,Credit card,580.16,4.761904762,29.008,4
645,Phoenix,Male,Electronic accessories,3.0125,63.2625,2/16/2019,Ewallet,60.25,4.761904762,3.0125,5.5
646,Texas,Male,Home and lifestyle,8.712,182.952,1/18/2019,Ewallet,174.24,4.761904762,8.712,8.7
647,Phoenix,Male,Health and beauty,21.063,442.323,3/30/2019,Cash,421.26,4.761904762,21.063,7.4
648,St. Louis,Male,Fashion accessories,1.6815,35.3115,3/20/2019,Cash,33.63,4.761904762,1.6815,5.6
649,Phoenix,Female,Sports and travel,1.549,32.529,1/16/2019,Cash,30.98,4.761904762,1.549,6.3
650,Phoenix,Male,Electronic accessories,12.37,259.77,2/24/2019,Cash,247.4,4.761904762,12.37,7.1
651,St. Louis,Male,Electronic accessories,18.915,397.215,1/15/2019,Ewallet,378.3,4.761904762,18.915,7.8
652,St. Louis,Female,Health and beauty,16.743,351.603,1/22/2019,Cash,334.86,4.761904762,16.743,9.9
653,Texas,Male,Home and lifestyle,36.39,764.19,2/3/2019,Cash,727.8,4.761904762,36.39,7.3
654,St. Louis,Male,Sports and travel,16.794,352.674,3/6/2019,Ewallet,335.88,4.761904762,16.794,5.1
655,St. Louis,Male,Fashion accessories,12.036,252.756,2/16/2019,Credit card,240.72,4.761904762,12.036,9.4
656,Texas,Female,Electronic accessories,2.3535,49.4235,3/14/2019,Credit card,47.07,4.761904762,2.3535,5.8
657,Phoenix,Female,Electronic accessories,4.9845,104.6745,2/27/2019,Credit card,99.69,4.761904762,4.9845,8
658,Texas,Female,Fashion accessories,13.2225,277.6725,1/18/2019,Ewallet,264.45,4.761904762,13.2225,7.9
659,Texas,Female,Sports and travel,6.9825,146.6325,1/29/2019,Cash,139.65,4.761904762,6.9825,5.9
660,Texas,Male,Fashion accessories,2.7725,58.2225,2/26/2019,Credit card,55.45,4.761904762,2.7725,4.9
661,St. Louis,Female,Sports and travel,6.4455,135.3555,2/3/2019,Cash,128.91,4.761904762,6.4455,9.3
662,Phoenix,Male,Sports and travel,5.999,125.979,1/16/2019,Credit card,119.98,4.761904762,5.999,7.9
663,St. Louis,Female,Fashion accessories,17.625,370.125,3/24/2019,Credit card,352.5,4.761904762,17.625,5.9
664,Phoenix,Female,Food and beverages,43.55,914.55,2/12/2019,Credit card,871,4.761904762,43.55,9.9
665,Phoenix,Female,Sports and travel,9.88,207.48,2/21/2019,Cash,197.6,4.761904762,9.88,7.7
666,Texas,Female,Fashion accessories,9.726,204.246,2/4/2019,Ewallet,194.52,4.761904762,9.726,7.6
667,St. Louis,Male,Food and beverages,8.661,181.881,2/20/2019,Ewallet,173.22,4.761904762,8.661,7.7
668,St. Louis,Female,Health and beauty,3.594,75.474,2/23/2019,Ewallet,71.88,4.761904762,3.594,6.4
669,Phoenix,Female,Health and beauty,14.313,300.573,2/16/2019,Ewallet,286.26,4.761904762,14.313,4.4
670,St. Louis,Female,Sports and travel,4.062,85.302,1/17/2019,Credit card,81.24,4.761904762,4.062,4.1
671,Texas,Male,Fashion accessories,28.02,588.42,1/14/2019,Ewallet,560.4,4.761904762,28.02,4.4
672,St. Louis,Male,Food and beverages,9.34,196.14,3/30/2019,Cash,186.8,4.761904762,9.34,5.5
673,St. Louis,Female,Health and beauty,11.0115,231.2415,3/2/2019,Ewallet,220.23,4.761904762,11.0115,4
674,Phoenix,Male,Health and beauty,13.456,282.576,2/15/2019,Credit card,269.12,4.761904762,13.456,9.3
675,Texas,Female,Electronic accessories,22.74,477.54,3/1/2019,Credit card,454.8,4.761904762,22.74,4.8
676,St. Louis,Male,Fashion accessories,8.377,175.917,2/24/2019,Cash,167.54,4.761904762,8.377,4.6
677,St. Louis,Female,Sports and travel,22.428,470.988,2/19/2019,Credit card,448.56,4.761904762,22.428,7.3
678,Texas,Female,Food and beverages,14.694,308.574,2/23/2019,Cash,293.88,4.761904762,14.694,6
679,Phoenix,Male,Health and beauty,29.475,618.975,2/7/2019,Ewallet,589.5,4.761904762,29.475,8.1
680,Texas,Male,Food and beverages,14.55,305.55,1/11/2019,Ewallet,291,4.761904762,14.55,9.4
681,St. Louis,Female,Electronic accessories,1.974,41.454,2/12/2019,Cash,39.48,4.761904762,1.974,6.5
682,St. Louis,Female,Sports and travel,1.7405,36.5505,1/14/2019,Credit card,34.81,4.761904762,1.7405,7
683,Phoenix,Female,Fashion accessories,14.796,310.716,1/9/2019,Ewallet,295.92,4.761904762,14.796,7.1
684,Texas,Male,Fashion accessories,2.148,45.108,2/27/2019,Ewallet,42.96,4.761904762,2.148,6.6
685,St. Louis,Female,Sports and travel,6.924,145.404,1/24/2019,Ewallet,138.48,4.761904762,6.924,4.9
686,St. Louis,Female,Home and lifestyle,4.91,103.11,1/8/2019,Credit card,98.2,4.761904762,4.91,6.4
687,St. Louis,Female,Sports and travel,6.483,136.143,1/8/2019,Credit card,129.66,4.761904762,6.483,8
688,Texas,Male,Home and lifestyle,31.78,667.38,1/16/2019,Cash,635.6,4.761904762,31.78,4.3
689,Phoenix,Male,Sports and travel,7.288,153.048,3/13/2019,Cash,145.76,4.761904762,7.288,6.1
690,Texas,Female,Food and beverages,10.065,211.365,2/15/2019,Cash,201.3,4.761904762,10.065,7.5
691,Phoenix,Female,Sports and travel,31.5855,663.2955,1/25/2019,Cash,631.71,4.761904762,31.5855,6.7
692,Phoenix,Male,Food and beverages,19.264,404.544,3/12/2019,Ewallet,385.28,4.761904762,19.264,5.2
693,Texas,Male,Health and beauty,24.315,510.615,3/4/2019,Cash,486.3,4.761904762,24.315,8.8
694,Phoenix,Female,Fashion accessories,25.683,539.343,2/10/2019,Cash,513.66,4.761904762,25.683,9.5
695,Phoenix,Female,Food and beverages,23.67,497.07,1/16/2019,Cash,473.4,4.761904762,23.67,7.6
696,Texas,Female,Home and lifestyle,21.8425,458.6925,1/29/2019,Cash,436.85,4.761904762,21.8425,6.6
697,Texas,Female,Sports and travel,5.408,113.568,1/1/2019,Ewallet,108.16,4.761904762,5.408,6.9
698,St. Louis,Male,Home and lifestyle,12.438,261.198,1/6/2019,Ewallet,248.76,4.761904762,12.438,4.3
699,Texas,Male,Electronic accessories,31.311,657.531,2/19/2019,Credit card,626.22,4.761904762,31.311,7.8
700,Phoenix,Male,Home and lifestyle,48.75,1023.75,1/12/2019,Ewallet,975,4.761904762,48.75,8
701,Phoenix,Female,Fashion accessories,24.164,507.444,2/7/2019,Ewallet,483.28,4.761904762,24.164,9.6
702,St. Louis,Male,Food and beverages,4.848,101.808,3/27/2019,Credit card,96.96,4.761904762,4.848,4.3
703,St. Louis,Female,Fashion accessories,9.885,207.585,2/27/2019,Credit card,197.7,4.761904762,9.885,5
704,St. Louis,Male,Health and beauty,36.2115,760.4415,1/6/2019,Cash,724.23,4.761904762,36.2115,9.2
705,St. Louis,Female,Home and lifestyle,39.7755,835.2855,3/2/2019,Cash,795.51,4.761904762,39.7755,6.3
706,St. Louis,Male,Health and beauty,25.1195,527.5095,3/29/2019,Cash,502.39,4.761904762,25.1195,8.9
707,St. Louis,Female,Electronic accessories,8.6,180.6,1/31/2019,Ewallet,172,4.761904762,8.6,7.6
708,Phoenix,Male,Food and beverages,3.449,72.429,1/21/2019,Cash,68.98,4.761904762,3.449,4.8
709,Phoenix,Male,Fashion accessories,6.248,131.208,1/20/2019,Ewallet,124.96,4.761904762,6.248,9.1
710,Texas,Male,Sports and travel,3.855,80.955,1/17/2019,Ewallet,77.1,4.761904762,3.855,6.1
711,Texas,Male,Food and beverages,24.186,507.906,2/28/2019,Cash,483.72,4.761904762,24.186,9.1
712,Phoenix,Female,Home and lifestyle,15.106,317.226,3/19/2019,Ewallet,302.12,4.761904762,15.106,8.3
713,Phoenix,Female,Electronic accessories,34.9335,733.6035,2/19/2019,Ewallet,698.67,4.761904762,34.9335,7.2
714,Phoenix,Female,Health and beauty,6.2325,130.8825,2/4/2019,Ewallet,124.65,4.761904762,6.2325,6
715,Phoenix,Male,Fashion accessories,39.48,829.08,1/31/2019,Ewallet,789.6,4.761904762,39.48,8.5
716,Texas,Female,Health and beauty,8.92,187.32,2/6/2019,Credit card,178.4,4.761904762,8.92,6.6
717,Texas,Female,Fashion accessories,25.011,525.231,3/28/2019,Ewallet,500.22,4.761904762,25.011,4.5
718,Texas,Male,Electronic accessories,1.791,37.611,1/19/2019,Credit card,35.82,4.761904762,1.791,8.1
719,Texas,Male,Fashion accessories,6.807,142.947,2/17/2019,Credit card,136.14,4.761904762,6.807,7.2
720,St. Louis,Female,Fashion accessories,5.244,110.124,1/18/2019,Credit card,104.88,4.761904762,5.244,6.1
721,St. Louis,Female,Fashion accessories,8.946,187.866,2/2/2019,Cash,178.92,4.761904762,8.946,7.1
722,Phoenix,Female,Sports and travel,40.7835,856.4535,1/18/2019,Cash,815.67,4.761904762,40.7835,5.1
723,St. Louis,Male,Home and lifestyle,6.618,138.978,3/18/2019,Credit card,132.36,4.761904762,6.618,7.9
724,Phoenix,Female,Food and beverages,12.8695,270.2595,1/11/2019,Cash,257.39,4.761904762,12.8695,7.4
725,St. Louis,Male,Food and beverages,4.668,98.028,2/4/2019,Ewallet,93.36,4.761904762,4.668,7.4
